Title_en,OctetNo,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
"Product definition template 4.73 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",18,Background generating process identifier (defined by originating centre),,,,,Operational
"Product definition template 4.73 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",19,Forecast generating process identifier (defined by originating centre),,,,,Operational
"Product definition template 4.73 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",20-21,Hours after reference time of data cut-off,(see Note 4),33,,,Operational
"Product definition template 4.73 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",22,Minutes after reference time of data cut-off,,,,,Operational
"Product definition template 4.73 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",23,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational
"Product definition template 4.73 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",24-27,Forecast time in units defined by octet 23,(see Note 5),111,,,Operational
"Product definition template 4.73 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",28,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational
"Product definition template 4.73 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",29,Scale factor of first fixed surface,,,,,Operational
"Product definition template 4.73 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",30-33,Scaled value of first fixed surface,,,,,Operational
"Product definition template 4.73 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",34,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational
"Product definition template 4.73 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",35,Scale factor of second fixed surface,,,,,Operational
"Product definition template 4.73 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",36-39,Scaled value of second fixed surface,,,,,Operational
